Log Start (time: 1538580046367)
SUCCESS [11:21:09 | ASE]              Established proxy!
SUCCESS [11:21:09 | ASE]              Connected to AsiaSouthEast!
INFO    [11:21:09 | EUW2]             Connecting to Nexus
INFO    [11:21:09 | USW3]             Connecting to Nexus
INFO    [11:21:09 | USS3]             Starting connection to USSouth3
INFO    [11:21:10 | USS3]             Establishing proxy
SUCCESS [11:21:10 | NRelay]           Authorized USS3
ERROR   [11:21:10 | NRelay]           AUS: connect ETIMEDOUT 70.166.38.80:1080
INFO    [11:21:10 | ASE]              Connecting to Nexus
SUCCESS [11:21:10 | EUW]              Established proxy!
SUCCESS [11:21:10 | EUW]              Connected to EUWest!
SUCCESS [11:21:10 | USW3]             Connected!
MESSAGE [11:21:10 | RealmTrack]       Teatotal
SUCCESS [11:21:10 | EUSW]             Connected!
ERROR   [11:21:11 | NRelay]           EUE: connect ETIMEDOUT 70.166.38.80:1080
INFO    [11:21:11 | EUW]              Connecting to Nexus
SUCCESS [11:21:11 | EUW2]             Connected!
INFO    [11:21:11 | USE]              Starting connection to USEast
INFO    [11:21:11 | USE]              Establishing proxy
SUCCESS [11:21:11 | NRelay]           Authorized USE
MESSAGE [11:21:11 | RealmTrack]       Teatotal
INFO    [11:21:11 | USMW]             Starting connection to USMidWest
INFO    [11:21:11 | USMW]             Establishing proxy
SUCCESS [11:21:11 | NRelay]           Authorized USMW
SUCCESS [11:21:11 | ASE]              Connected!
SUCCESS [11:21:11 | USW]              Established proxy!
SUCCESS [11:21:11 | USW]              Connected to USWest!
SUCCESS [11:21:12 | EUW]              Connected!
INFO    [11:21:12 | USW]              Connecting to Nexus
SUCCESS [11:21:13 | USW]              Connected!
ERROR   [11:21:15 | NRelay]           EUN: connect ETIMEDOUT 70.166.38.80:1080
ERROR   [11:21:15 | NRelay]           EUS: connect ETIMEDOUT 70.166.38.80:1080
SUCCESS [11:21:17 | USE]              Established proxy!
SUCCESS [11:21:17 | USE]              Connected to USEast!
INFO    [11:21:17 | USE]              Connecting to Nexus
SUCCESS [11:21:17 | USW2]             Established proxy!
SUCCESS [11:21:17 | USW2]             Connected to USWest2!
INFO    [11:21:17 | USW2]             Connecting to Nexus
ERROR   [11:21:17 | NRelay]           USS: connect ETIMEDOUT 70.166.38.80:1080
SUCCESS [11:21:18 | USW2]             Connected!
SUCCESS [11:21:20 | Http]             Established proxy!
SUCCESS [11:21:22 | USMW]             Established proxy!
SUCCESS [11:21:22 | USMW]             Connected to USMidWest!
INFO    [11:21:22 | USMW2]            Starting connection to USMidWest2
INFO    [11:21:22 | USMW2]            Establishing proxy
SUCCESS [11:21:22 | NRelay]           Authorized USMW2
INFO    [11:21:23 | USMW]             Connecting to Nexus
SUCCESS [11:21:24 | USMW]             Connected!
ERROR   [11:21:25 | NRelay]           USE2: connect ETIMEDOUT 70.166.38.80:1080
ERROR   [11:21:29 | NRelay]           USNW: connect ETIMEDOUT 70.166.38.80:1080
SUCCESS [11:21:30 | USMW2]            Established proxy!
SUCCESS [11:21:30 | USMW2]            Connected to USMidWest2!
ERROR   [11:21:30 | USS2]             Error establishing proxy
ERROR   [11:21:30 | USS2]             Error: connect ETIMEDOUT 70.166.38.80:1080
SUCCESS [11:21:30 | Http]             Established proxy!
INFO    [11:21:30 | USMW2]            Connecting to Nexus
ERROR   [11:21:30 | USE3]             Error establishing proxy
ERROR   [11:21:30 | USE3]             Error: connect ETIMEDOUT 70.166.38.80:1080
ERROR   [11:21:31 | USS3]             Error establishing proxy
ERROR   [11:21:31 | USS3]             Error: connect ETIMEDOUT 70.166.38.80:1080
SUCCESS [11:21:31 | USMW2]            Connected!
INFO    [11:21:31 | USSW]             Starting connection to USSouthWest
INFO    [11:21:31 | USSW]             Establishing proxy
SUCCESS [11:21:31 | NRelay]           Authorized USSW
SUCCESS [11:21:31 | USE]              Connected!
SUCCESS [11:21:36 | USSW]             Established proxy!
SUCCESS [11:21:36 | USSW]             Connected to USSouthWest!
INFO    [11:21:37 | USSW]             Connecting to Nexus
SUCCESS [11:21:38 | USSW]             Connected!
MESSAGE [11:21:39 | RealmTrack]       Cynergyou
MESSAGE [11:21:46 | Droid's Dominion] Droidurloo was seen somewhere omg wtf bbq
WARNING [11:21:48 | USE]              The connection to USEast was closed.
MESSAGE [11:21:49 | USE]              Reconnecting in 5 seconds
INFO    [11:21:54 | USE]              Establishing proxy
MESSAGE [11:21:59 | RealmTrack]       Evolva
ERROR   [11:22:15 | USE]              Error establishing proxy
ERROR   [11:22:15 | USE]              Error: connect ETIMEDOUT 70.166.38.80:1080
MESSAGE [11:22:21 | RealmTrack]       Cynergyou
MESSAGE [11:22:32 | Droid's Dominion] Droidurloo was seen somewhere omg wtf bbq
MESSAGE [11:22:52 | RealmTrack]       Cynergyou
ERROR   [11:23:15 | USE]              Error finding path: Cannot read property '40299' of null
MESSAGE [11:23:16 | Key Notifier]     TryToBeatM
MESSAGE [11:23:19 | RealmTrack]       Cynergyou
ERROR   [11:23:26 | USE]              Error finding path: Cannot read property '40299' of null
MESSAGE [11:24:37 | RealmTrack]       Cynergyou
ERROR   [11:24:56 | USE]              Error finding path: Cannot read property '40299' of null
ERROR   [11:25:07 | USE]              Error finding path: Cannot read property '40299' of null
MESSAGE [11:26:30 | Droid's Dominion] Droidurloo was seen somewhere omg wtf bbq
ERROR   [11:26:37 | USE]              Error finding path: Cannot read property '40299' of null
ERROR   [11:26:48 | USE]              Error finding path: Cannot read property '40299' of null
MESSAGE [11:26:51 | Droid's Dominion] Droidurloo was seen somewhere omg wtf bbq
MESSAGE [11:27:07 | RealmTrack]       Cynergyou
MESSAGE [11:27:22 | RealmTrack]       Cynergyou
MESSAGE [11:28:03 | RealmTrack]       Cynergyou
ERROR   [11:28:18 | USE]              Error finding path: Cannot read property '40299' of null
MESSAGE [11:28:21 | RealmTrack]       Cynergyou
MESSAGE [11:28:22 | Droid's Dominion] Droidurloo was seen somewhere omg wtf bbq
ERROR   [11:28:29 | USE]              Error finding path: Cannot read property '40299' of null
MESSAGE [11:28:45 | RealmTrack]       Cynergyou
ERROR   [11:29:21 | EUSW]             Received socket error: read ECONNRESET
WARNING [11:29:21 | EUSW]             The connection to EUSouthWest was closed.
MESSAGE [11:29:21 | EUSW]             Reconnecting in 5 seconds
INFO    [11:29:26 | EUSW]             Establishing proxy
SUCCESS [11:29:29 | EUSW]             Established proxy!
SUCCESS [11:29:29 | EUSW]             Connected to EUSouthWest!
INFO    [11:29:29 | EUSW]             Connecting to Nexus
MESSAGE [11:29:29 | Droid's Dominion] Droidurloo was seen somewhere omg wtf bbq
SUCCESS [11:29:30 | EUSW]             Connected!
MESSAGE [11:29:31 | RealmTrack]       Cynergyou
MESSAGE [11:29:33 | RealmTrack]       expoldzibo
MESSAGE [11:29:47 | RealmTrack]       MazeChris
MESSAGE [11:29:53 | Droid's Dominion] Droidurloo was seen somewhere omg wtf bbq
ERROR   [11:29:59 | USE]              Error finding path: Cannot read property '40299' of null
